Start Date,End Date,"To what extent do you agree with the following statement? If a person has difficulty with speech, it means they also have intellectual deficiencies",Is it common for a person who has had a stroke or brain injury to have difficulties with speech and communication?,Have you ever heard the term aphasia?,"In your own words, how does aphasia affect the afflicted person",Which of the following best describes aphasia?,"If you can recall, where do you think you first heard about aphasia?",,Have you ever been diagnosed with aphasia?,How long ago were you diagnosed with aphasia?,"Besides yourself, do you know someone who has been diagnosed with aphasia?",Do you know someone who has been diagnosed with aphasia?,Which of the following are causes of aphasia? (select all that apply),,,,,"In the past year, how many times have you seen or heard mention of aphasia in a newspaper or magazine (paper or online), on TV, or on the radio?",Where was the last place you recall reading or hearing about aphasia?,Region,Household Income,Device Type,Age,Gender
4/20/22 17:07,4/20/22 17:08,strongly disagree,Yes,Yes,Affects speech fluency,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,None,East North Central,"$25,000-$49,999",iOS Phone / Tablet,45-60,Female
4/20/22 17:07,4/20/22 17:08,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West South Central,"$50,000-$74,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:07,4/20/22 17:08,strongly disagree,Yes,Yes,Lacking facial muscles,I’m not sure,I don't recall,,No,,,I don't know,Stroke,,,,,3-Jan,Tv,East North Central,"$75,000-$99,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:06,4/20/22 17:08,somewhat disagree,Yes,Yes,makes it difficult for an affected person to communicate,I’m not sure,On TV or in a movie,,No,,,No,,,,,I'm not sure,3-Jan,on tv in relation to an actor,Pacific,"$175,000-$199,999",Windows Desktop / Laptop,> 60,Male
4/20/22 17:07,4/20/22 17:08,neutral,Yes,No,,,,,,,,,,,,,,,,West South Central,"$175,000-$199,999",Android Phone / Tablet,45-60,Male
4/20/22 17:06,4/20/22 17:08,strongly disagree,Yes,Yes,not really sure,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,"don't remember,  maybe from Grey's anatomy",South Atlantic,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 17:06,4/20/22 17:08,strongly disagree,Yes,Yes,x,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,10 or more,t v news,West South Central,"$75,000-$99,999",Windows Desktop / Laptop,> 60,Male
4/20/22 17:06,4/20/22 17:07,strongly disagree,Yes,Yes,Communication,A language disorder,On TV or in a movie,,No,,,No,,,Traumatic brain injury,,,None,Internet,Middle Atlantic,"$75,000-$99,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:06,4/20/22 17:07,strongly disagree,Yes,Yes,Similarly to dementia.,None of the above,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,"TV News, regarding Bruce Willis",South Atlantic,"$75,000-$99,999",Android Phone / Tablet,45-60,Male
4/20/22 17:03,4/20/22 17:07,strongly disagree,Yes,Yes,language disorder that affects a person's ability to communicate.,None of the above,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,,,,3-Jan,Newspaper ,Middle Atlantic,Prefer not to answer,iOS Phone / Tablet,> 60,Female
4/20/22 17:06,4/20/22 17:06,strongly disagree,Yes,No,,,,,,,,,,,,,,,,New England,"$200,000+",iOS Phone / Tablet,45-60,Female
4/20/22 16:55,4/20/22 17:06,somewhat disagree,I don't know,Yes,if I remember correctly aphasia is a memory disorder and the afflicted person has difficulty remembering past events,I’m not sure,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,My local TV news,Pacific,"$10,000-$24,999",Windows Desktop / Laptop,45-60,Male
4/20/22 17:03,4/20/22 17:04,neutral,I don't know,Yes,I have no clue,I’m not sure,On TV or in a movie,,No,,,No,Stroke,,,,,None,Tv show,East North Central,"$10,000-$24,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:03,4/20/22 17:04,strongly disagree,Yes,Yes,People cannot speak what they are thinking,A language disorder,Other (please specify),Work,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,Work,West North Central,"$150,000-$174,999",iOS Phone / Tablet,30-44,Female
4/20/22 17:02,4/20/22 17:04,strongly disagree,Yes,Yes,I have no idea.,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,I don't know but it was in relation to Bruce Willis.,East South Central,"$50,000-$74,999",MacOS Desktop / Laptop,45-60,Female
4/20/22 17:01,4/20/22 17:04,neutral,Yes,Yes,Something that affects your speech,I’m not sure,On TV or in a movie,,No,,,No,,,,,I'm not sure,3-Jan,Tv show,East North Central,"$75,000-$99,999",iOS Phone / Tablet,45-60,Male
4/20/22 17:03,4/20/22 17:04,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$50,000-$74,999",iOS Phone / Tablet,30-44,Female
4/20/22 16:59,4/20/22 17:03,strongly disagree,Yes,Yes,"It causes difficulty with wording finding, inconsistent word substitutions, producing wrong word or jargon and often knows it is not correct and the word they want to say but can’t g to it to come out",A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,At work,West South Central,"$125,000-$149,999",iOS Phone / Tablet,45-60,Female
4/20/22 17:03,4/20/22 17:03,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$75,000-$99,999",Android Phone / Tablet,> 60,Male
4/20/22 16:59,4/20/22 17:03,strongly disagree,Yes,Yes,Speech center of the brain is impaired possibly as a result of an injury or stroke,None of the above,Other (please specify),When discussing a speech impediment of a stroke victim,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,News stories about Bruce Willis,Middle Atlantic,"$200,000+",Windows Desktop / Laptop,> 60,Male
4/20/22 17:00,4/20/22 17:03,strongly disagree,Yes,Yes,Difficulty speaking isolates you from others.,A language disorder,Other (please specify),In nursing school,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,When I was in college ,Mountain,"$125,000-$149,999",iOS Phone / Tablet,> 60,Female
4/20/22 17:01,4/20/22 17:02,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,45-60,Male
4/20/22 17:00,4/20/22 17:02,somewhat disagree,Yes,Yes,It means a person has trouble speaking and understanding language.,A language disorder,On TV or in a movie,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,From a family friend with a relative who had a stroke.,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,30-44,Female
4/20/22 17:01,4/20/22 17:02,somewhat agree,Yes,Yes,Unable to communicate,A language disorder,Other (please specify),Class,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,C,South Atlantic,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:02,4/20/22 17:02,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 17:01,4/20/22 17:01,neutral,No,No,,,,,,,,,,,,,,,,East North Central,"$25,000-$49,999",Android Phone / Tablet,30-44,Male
4/20/22 16:59,4/20/22 17:01,strongly disagree,Yes,Yes,impairs ability to understand language,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,10 or more,online Bruce Willis,Pacific,"$200,000+",Windows Desktop / Laptop,> 60,Male
4/20/22 16:59,4/20/22 17:00,strongly disagree,Yes,Yes,No thanks,A spinal condition,On TV or in a movie,,Yes,Less than a year ago,No,,Stroke,,,,,10 or more,No thanks,Pacific,"$150,000-$174,999",iOS Phone / Tablet,30-44,Male
4/20/22 16:54,4/20/22 17:00,somewhat agree,Yes,Yes,it affects them by messing up the brain cells,A circulatory condition,From a doctor,,No,,,Yes,,Brain tumor,,,,6-Apr,from my friends a week ago,Pacific,"$50,000-$74,999",Android Phone / Tablet,18-29,Male
4/20/22 16:59,4/20/22 17:00,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$0-$9,999",Android Phone / Tablet,> 60,Female
4/20/22 16:58,4/20/22 16:59,strongly disagree,Yes,Yes,It affects a person’s ability to speak.,A language disorder,From a doctor,,No,,,No,Stroke,,Traumatic brain injury,,,None,When my father had a stroke back in 2014,South Atlantic,Prefer not to answer,iOS Phone / Tablet,30-44,Female
4/20/22 16:59,4/20/22 16:59,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,Pacific,"$0-$9,999",Android Phone / Tablet,> 60,Female
4/20/22 16:56,4/20/22 16:59,somewhat disagree,Yes,Yes,"unless the person can write in a language that care-givers, neighbors, etc can understand, it is difficult to express emotion or have needs met",A language disorder,Other (please specify),work as a teacher/college special ed survey class,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,I'm not sure,3-Jan,work,Pacific,"$50,000-$74,999",MacOS Desktop / Laptop,45-60,Female
4/20/22 16:57,4/20/22 16:59,somewhat disagree,Yes,Yes,Brain injury where people can’t find their words,A language disorder,Other (please specify),In school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,School years ago,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,18-29,Male
4/20/22 16:58,4/20/22 16:59,neutral,Yes,Yes,Cvvv,A heart condition,"In a newspaper, magazine or online publication",,No,,,Yes,,,Traumatic brain injury,,,6-Apr,Ggg,Pacific,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:58,4/20/22 16:58,neutral,I don't know,No,,,,,,,,,,,,,,,,New England,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:57,4/20/22 16:58,neutral,I don't know,No,,,,,,,,,,,,,,,,Pacific,"$0-$9,999",iOS Phone / Tablet,30-44,Female
4/20/22 16:56,4/20/22 16:58,somewhat disagree,Yes,Yes,affects their speech,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,,,,,I'm not sure,3-Jan,bruce Willis on the news,West South Central,"$125,000-$149,999",Android Phone / Tablet,> 60,Male
4/20/22 16:57,4/20/22 16:57,strongly agree,No,No,,,,,,,,,,,,,,,,Pacific,"$0-$9,999",iOS Phone / Tablet,18-29,Male
4/20/22 16:51,4/20/22 16:57,somewhat disagree,Yes,Yes,Communication can be difficult for a person with this condition.,A language disorder,From a family member or friend,,No,,,Yes,,,,,I'm not sure,None,From a family doctor.,East North Central,Prefer not to answer,Android Phone / Tablet,30-44,Female
4/20/22 16:56,4/20/22 16:56,neutral,Yes,Yes,,,,,,,,,,,,,,,,,,,,
4/20/22 16:53,4/20/22 16:56,somewhat disagree,Yes,Yes,impairs a person's speech,A language disorder,On TV or in a movie,,No,,,Yes,Stroke,,,,,3-Jan,On a TV show,Pacific,"$50,000-$74,999",Android Phone / Tablet,30-44,Female
4/20/22 16:52,4/20/22 16:56,strongly disagree,Yes,Yes,They can lose the ability to talk,A language disorder,Other (please specify),med school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Medical journal,Mountain,"$100,000-$124,999",Android Phone / Tablet,45-60,Male
4/20/22 16:54,4/20/22 16:55,neutral,Yes,Yes,N-A,A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,None,N-A,East North Central,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 16:53,4/20/22 16:55,strongly disagree,Yes,Yes,it causes them to have trouble communicating,None of the above,From a doctor,,No,,,No,Stroke,,,,,None,in a class,West North Central,"$25,000-$49,999",Android Phone / Tablet,45-60,Female
4/20/22 16:52,4/20/22 16:54,somewhat disagree,Yes,Yes,you can't swallow properly,None of the above,Other (please specify),I'm a CDM,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,3-Jan,Daily reports,Pacific,"$100,000-$124,999",Android Phone / Tablet,> 60,Male
4/20/22 16:51,4/20/22 16:54,strongly disagree,Yes,Yes,speech is difficult.   pronunciation is difficult.   answers are given in 2-3 word sentences.,None of the above,Other (please specify),son has aphasia,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,facebook,East North Central,"$50,000-$74,999",Android Phone / Tablet,> 60,Female
4/20/22 16:52,4/20/22 16:53,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$10,000-$24,999",Windows Desktop / Laptop,> 60,Female
4/20/22 16:51,4/20/22 16:52,strongly disagree,Yes,Yes,they say the wrong words sometimes,A language disorder,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,npr,Pacific,"$10,000-$24,999",Android Phone / Tablet,30-44,Female
4/20/22 16:51,4/20/22 16:52,strongly disagree,Yes,Yes,Speaking,A language disorder,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Paper,East North Central,"$75,000-$99,999",iOS Phone / Tablet,> 60,Female
4/20/22 16:50,4/20/22 16:52,strongly disagree,Yes,Yes,"Not sure, have only heard the term",I’m not sure,Other (please specify),Medical records,No,,,I don't know,,,,,I'm not sure,None,Medical center,Mountain,"$50,000-$74,999",Android Phone / Tablet,45-60,Female
4/20/22 16:45,4/20/22 16:52,strongly disagree,No,Yes,makes it difficult for one to have the right timing,A language disorder,I don't recall,,Yes,More than 3 years ago,No,,Stroke,Brain tumor,Traumatic brain injury,,,None,doctor's office,Mountain,"$25,000-$49,999",Android Phone / Tablet,> 60,Male
4/20/22 16:47,4/20/22 16:51,strongly disagree,Yes,Yes,Person has difficulty speaking ,A language disorder,Other (please specify),Bruce Willis,No,,,Yes,,,,,I'm not sure,3-Jan,Lunch room,Pacific,"$150,000-$174,999",Android Phone / Tablet,45-60,Male
4/20/22 16:49,4/20/22 16:51,neutral,Yes,Yes,Negetive,A language disorder,"In a newspaper, magazine or online publication",,Yes,1 - 2 years,Yes,,Stroke,Brain tumor,,,,3-Jan,Library,South Atlantic,"$75,000-$99,999",Android Phone / Tablet,30-44,Male
4/20/22 16:49,4/20/22 16:51,neutral,Yes,Yes,Difficulty getting their point of view across,A spinal condition,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,6-Apr,Bruce willis,West South Central,"$10,000-$24,999",iOS Phone / Tablet,30-44,Male
4/20/22 16:50,4/20/22 16:50,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,East North Central,"$10,000-$24,999",iOS Phone / Tablet,> 60,Male
4/20/22 16:48,4/20/22 16:50,neutral,Yes,Yes,I believe it effects all people differently but in some ways the same giving some people more or less issues in their daily lives,A spinal condition,I don't recall,,No,,,I don't know,,Brain tumor,Traumatic brain injury,,,3-Jan,In school,Mountain,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:49,4/20/22 16:50,strongly disagree,Yes,Yes,cant speak,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,bruce willis,Mountain,"$50,000-$74,999",Windows Desktop / Laptop,30-44,Male
4/20/22 16:48,4/20/22 16:50,somewhat disagree,Yes,Yes,it can cause a person to not be able to speak of convey how they feel,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,I don’t recall the last time,West South Central,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:49,4/20/22 16:50,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$50,000-$74,999",iOS Phone / Tablet,30-44,Male
4/20/22 16:45,4/20/22 16:49,strongly disagree,Yes,Yes,Tongue tied,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Can't remember ,Middle Atlantic,Prefer not to answer,Android Phone / Tablet,> 60,Female
4/20/22 16:48,4/20/22 16:48,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:48,4/20/22 16:48,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$10,000-$24,999",iOS Phone / Tablet,30-44,Female
4/20/22 16:46,4/20/22 16:48,strongly disagree,Yes,Yes,It is my understanding is a persons account to speak what they are thinking,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,TV regarding Bruce Willis,Mountain,"$10,000-$24,999",iOS Phone / Tablet,45-60,Female
4/20/22 16:46,4/20/22 16:48,strongly disagree,Yes,Yes,effects a person's language skills,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Bruce willis,Middle Atlantic,"$25,000-$49,999",Android Phone / Tablet,30-44,Male
4/20/22 16:46,4/20/22 16:48,strongly disagree,Yes,Yes,a person has issues with getting words across,A language disorder,Other (please specify),school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,class last year,New England,"$100,000-$124,999",iOS Phone / Tablet,18-29,Male
4/20/22 16:46,4/20/22 16:47,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East South Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 16:45,4/20/22 16:47,strongly disagree,Yes,Yes,"based off what I've read recently, aphasia sounds like a kind of dementia. the affected person can have difficulty with motor skills and communication.",A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,When Bruce Willis' family said he's done with acting because of aphasia.,South Atlantic,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 16:45,4/20/22 16:47,strongly disagree,Yes,Yes,I’m not really sure what the definition of aphasia is but i do know it has to do with memory loss to some extent.,A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,I don’t remember,East South Central,"$75,000-$99,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:42,4/20/22 16:47,somewhat agree,Yes,Yes,the person afflicted with aphasia has difficult using language to express their thoughts,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,On television news in reference to Bruce Willis ,South Atlantic,"$75,000-$99,999",MacOS Desktop / Laptop,45-60,Male
4/20/22 16:43,4/20/22 16:46,strongly disagree,Yes,Yes,Speech difficulty due to injury,I’m not sure,Other (please specify),Researching something somehow related,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,None,While doing research online,Mountain,"$50,000-$74,999",iOS Phone / Tablet,> 60,Female
4/20/22 16:45,4/20/22 16:46,strongly disagree,Yes,No,,,,,,,,,,,,,,,,New England,Prefer not to answer,Android Phone / Tablet,30-44,Female
4/20/22 16:44,4/20/22 16:45,strongly disagree,Yes,Yes,Speech,A language disorder,On TV or in a movie,,No,,,No,Stroke,,,,,None,Friends,Pacific,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 16:43,4/20/22 16:45,neutral,Yes,Yes,A person having trouble speaking.,A language disorder,On TV or in a movie,,No,,,No,,,,,I'm not sure,3-Jan,TV,South Atlantic,"$50,000-$74,999",Windows Desktop / Laptop,> 60,Male
4/20/22 16:44,4/20/22 16:45,neutral,Yes,No,,,,,,,,,,,,,,,,East South Central,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:44,4/20/22 16:44,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$125,000-$149,999",iOS Phone / Tablet,45-60,Male
4/20/22 16:44,4/20/22 16:44,somewhat disagree,No,Yes,not you than more,A circulatory condition,From a doctor,,No,,,I don't know,,,,Heart Disease,,3-Jan,noy,West North Central,"$50,000-$74,999",Android Phone / Tablet,18-29,Female
4/20/22 16:43,4/20/22 16:44,somewhat agree,Yes,Yes,Lack of speech,A spinal condition,Other (please specify),Medical school,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Television,East South Central,"$100,000-$124,999",iOS Phone / Tablet,30-44,Male
4/20/22 16:44,4/20/22 16:44,somewhat disagree,I don't know,No,,,,,,,,,,,,,,,,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 16:43,4/20/22 16:44,neutral,Yes,Yes,makes it difficult for them to communicate,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,Brain tumor,Traumatic brain injury,,,3-Jan,online article,Pacific,Prefer not to answer,Android Phone / Tablet,18-29,Male
4/20/22 16:43,4/20/22 16:44,somewhat disagree,Yes,Yes,It sucks,A language disorder,From a doctor,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,9-Jul,Here,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,18-29,Male
